Name,Code,Price,PER,PBR,PSR,Date,YoY,QoQ,EYoY,EQoQ,reg_date
대덕,008060,6980,2.95,0.4,168.97,2020/09,7.0,1.67,,,2021-01-15 13:52:54
대동전자,008110,4490,-39.25,0.34,7.36,2020/09,-1.45,-0.44,,,2021-01-15 13:52:55
이건산업,008250,10900,42.64,0.65,1.81,2020/09,4.29,0.09,,,2021-01-15 13:52:55
남선알미늄,008350,4250,187.3,2.48,6.91,2020/09,-2.5,-0.0,,,2021-01-15 13:52:55
서흥,008490,53000,43.18,1.65,4.24,2020/09,0.59,-0.07,0.66,-0.27,2021-01-15 13:52:55
일정실업,008500,18650,4.22,0.69,2.73,2020/09,-0.91,-0.82,,,2021-01-15 13:52:55
메리츠증권,008560,3685,15.33,0.54,6.77,2020/09,0.72,-0.06,-0.4,-0.35,2021-01-15 13:52:56
윌비스,008600,1435,103.47,0.92,1.5,2020/09,0.16,-1.51,,,2021-01-15 13:52:56
아남전자,008700,3115,46.2,3.83,2.7,2020/09,2.93,3.21,,,2021-01-15 13:52:56
율촌화학,008730,24700,226.87,1.77,4.6,2020/09,-0.19,0.05,,,2021-01-15 13:52:56
호텔신라,008770,84900,-116.92,4.52,3.79,2020/09,-1.34,-0.69,-0.92,-1.3,2021-01-15 13:52:57
금비,008870,67900,-10.95,0.43,1.17,2020/09,-0.12,0.83,,,2021-01-15 13:52:57
한미사이언스,008930,78500,-704.46,8.2,24.48,2020/09,1.03,0.23,,,2021-01-15 13:52:57
동양철관,008970,1140,64.54,1.56,3.43,2020/09,1.0,-0.46,,,2021-01-15 13:52:57
케이씨티시,009070,4285,29.22,0.63,1.07,2020/09,0.06,-0.02,,,2021-01-15 13:52:57
경인전자,009140,28200,49.22,0.78,5.99,2020/09,-3.67,0.6,,,2021-01-15 13:52:57
삼성전기,009150,201500,62.71,2.6,6.58,2020/09,0.6,2.15,0.86,-0.15,2021-01-15 13:52:58
SIMPAC,009160,2770,-604.14,0.41,2.03,2020/09,-0.83,-0.73,,,2021-01-15 13:52:58
한솔로지스틱스,009180,3020,22.43,1.54,0.65,2020/09,0.64,0.21,,,2021-01-15 13:52:58
무림페이퍼,009200,2700,-10.31,0.16,0.55,2020/09,-1.52,-1.3,,,2021-01-15 13:52:58
한샘,009240,103000,124.95,3.98,4.81,2020/09,2.34,0.05,0.28,0.17,2021-01-15 13:52:58
신원,009270,1540,59.53,0.67,0.67,2020/09,3.08,-1.8,,,2021-01-15 13:52:58
광동제약,009290,9820,16.77,1.01,1.63,2020/09,0.59,-0.01,0.61,-0.2,2021-01-15 13:52:59
참엔지니어링,009310,1485,6.14,0.91,1.19,2020/09,-7.79,-9.64,,,2021-01-15 13:52:59
태영건설,009410,12700,0.95,0.79,0.82,2020/09,15.31,0.15,,,2021-01-15 13:52:59
한올바이오파마,009420,34700,489.94,10.78,82.03,2020/09,-0.78,-0.38,-0.2,1.4,2021-01-15 13:52:59
KC그린홀딩스,009440,5630,-38.28,0.46,0.81,2020/09,-1.18,-0.79,,,2021-01-15 13:52:59
경동나비엔,009450,51700,75.71,2.01,3.13,2020/09,1.48,0.66,0.29,0.15,2021-01-15 13:53:00
삼화전기,009470,25850,100.57,2.63,3.12,2020/09,0.05,2.33,,,2021-01-15 13:53:00
한국조선해양,009540,114000,-104.64,0.62,2.33,2020/09,0.34,-0.56,-0.73,0.14,2021-01-15 13:53:00
무림P&P,009580,4055,-32.42,0.41,2.31,2020/09,-2.03,-1.48,-2.73,0.2,2021-01-15 13:53:00
모토닉,009680,13300,156.75,1.07,10.07,2020/09,0.05,3.0,,,2021-01-15 13:53:00
엔케이물산,009810,526,-19.98,0.45,2.75,2020/09,0.25,-0.17,,,2021-01-15 13:53:01
한화솔루션,009830,55400,46.69,1.45,3.65,2020/09,0.36,0.81,-15.61,-0.3,2021-01-15 13:53:01
명신산업,009900,44600,,12.77,,2020/06,,,,,2021-01-15 13:53:01
영원무역홀딩스,009970,37800,5.73,0.19,0.6,2020/09,0.5,0.94,,,2021-01-15 13:53:01
우리종금,010050,533,19.39,0.87,6.06,2020/09,0.38,0.03,,,2021-01-15 13:53:01
OCI,010060,102500,400.74,0.94,5.22,2020/09,-1.32,-1.41,-1.49,0.73,2021-01-15 13:53:01
한국프랜지공업,010100,3600,18.58,0.46,0.45,2020/09,0.23,-2.05,,,2021-01-15 13:53:02
엘에스일렉트릭,010120,65800,105.0,1.41,3.53,2020/09,-0.59,-0.44,-0.0,0.97,2021-01-15 13:53:02
고려아연,010130,412500,45.68,1.11,3.94,2020/09,0.28,0.63,0.44,-0.05,2021-01-15 13:53:02
삼성중공업,010140,6940,-590.84,0.99,2.61,2020/09,-0.96,-0.98,-0.79,2.4,2021-01-15 13:53:02
우진아이엔에스,010400,7890,,0.61,1.93,2020/09,-1.07,-0.88,,,2021-01-15 13:53:02
웰바이오텍,010600,2490,-15.38,2.36,5.15,2020/09,1.67,-0.58,,,2021-01-15 13:53:03
현대미포조선,010620,50100,125.07,0.83,3.17,2020/09,0.22,1.38,0.81,-0.32,2021-01-15 13:53:03
진양폴리우레탄,010640,3715,61.92,1.38,3.79,2020/09,-0.22,0.0,,,2021-01-15 13:53:03
화신,010690,3915,-75.95,0.55,0.44,2020/09,-0.11,-1.37,,,2021-01-15 13:53:03
평화홀딩스,010770,3815,-8.58,0.53,0.4,2020/09,-0.78,-0.88,,,2021-01-15 13:53:03
아이에스동서,010780,52400,18.54,1.19,4.77,2020/09,1.7,0.27,1.48,-0.14,2021-01-15 13:53:04
S-Oil,010950,75300,279.79,1.52,2.17,2020/09,-1.04,-0.94,3.59,-5.69,2021-01-15 13:53:04
삼호개발,010960,4400,33.33,0.57,1.4,2020/09,-0.65,-0.2,,,2021-01-15 13:53:04
진원생명과학,011000,18700,-253.23,7.64,77.38,2020/09,6.2,-0.18,,,2021-01-15 13:53:04
LG이노텍,011070,185000,162.77,1.89,1.96,2020/09,-0.52,1.08,0.57,2.68,2021-01-15 13:53:05
에넥스,011090,1955,167.55,2.29,1.73,2020/09,-0.85,-1.25,,,2021-01-15 13:53:05
롯데케미칼,011170,301000,69.8,0.74,3.39,2020/09,-0.39,4.89,0.61,0.18,2021-01-15 13:53:05
HMM,011200,14800,16.92,3.05,2.66,2020/12(E),-6.95,1.0,-12.67,0.45,2021-01-15 13:53:05
현대위아,011210,75300,29.09,0.57,1.11,2020/09,-0.65,-1.34,1.23,2.41,2021-01-15 13:53:05
삼화전자공업,011230,4050,423.55,2.9,3.92,2020/09,-0.5,-1.25,,,2021-01-15 13:53:06
태림포장,011280,5430,384.48,1.19,2.73,2020/09,-0.81,1.6,,,2021-01-15 13:53:06
성안,011300,644,-4.31,0.59,1.46,2020/09,1.26,-0.05,,,2021-01-15 13:53:06
유니켐,011330,1445,49.64,1.01,2.98,2020/09,-0.26,0.19,,,2021-01-15 13:53:06
부산산업,011390,117000,88.25,1.52,3.85,2020/09,-0.29,-0.06,,,2021-01-15 13:53:06
유양디앤유,011690,1220,-59.47,1.73,2.25,2020/09,-1.5,-1.17,,,2021-01-15 13:53:07
한신기계공업,011700,1695,78.57,0.67,4.47,2020/09,0.6,-0.11,,,2021-01-15 13:53:07
현대종합상사,011760,17250,35.11,0.65,0.33,2020/09,-0.32,1.34,0.24,-0.08,2021-01-15 13:53:07
금호석유화학,011780,167000,34.8,1.75,4.28,2020/09,2.13,0.78,11.23,0.01,2021-01-15 13:53:07
SKC,011790,104000,291.32,1.89,5.39,2020/09,0.44,0.11,0.89,0.13,2021-01-15 13:53:07
STX,011810,5880,-96.66,2.3,0.55,2020/09,-0.83,-0.45,,,2021-01-15 13:53:07
신성이엔지,011930,3400,227.11,3.94,4.75,2020/09,1.5,0.03,-0.04,-0.29,2021-01-15 13:53:07
DB,012030,810,74.07,0.62,2.58,2020/09,-0.07,-0.51,,,2021-01-15 13:53:08
영흥,012160,1225,-21.9,0.68,2.12,2020/09,-14.5,-0.33,,,2021-01-15 13:53:08
키위미디어그룹,012170,1485,126.84,5.29,12.68,2020/09,-2.5,-0.76,,,2021-01-15 13:53:08
계양전기,012200,4590,37.41,0.76,1.44,2020/09,36.0,-2.37,,,2021-01-15 13:53:08
경동인베스트,012320,29950,,0.17,0.97,2020/09,-1.17,-1.29,,,2021-01-15 13:53:09
현대모비스,012330,321500,78.1,0.92,3.06,2020/09,-0.01,2.55,0.09,0.15,2021-01-15 13:53:09
한화에어로스페이스,012450,35950,32.5,0.63,1.32,2020/09,0.65,0.34,0.8,-0.33,2021-01-15 13:53:09
더존비즈온,012510,116000,309.13,9.08,47.43,2020/09,0.2,-0.09,0.13,0.71,2021-01-15 13:53:09
센트럴인사이트,012600,10000,-96.19,21.11,11.7,2020/09,-0.92,-0.6,,,2021-01-15 13:53:09
경인양행,012610,7290,-250.57,1.28,3.8,2020/09,-1.22,-2.14,,,2021-01-15 13:53:10
HDC,012630,11050,-9.65,0.16,0.6,2020/09,3.88,-0.09,,,2021-01-15 13:53:10
에스원,012750,87700,104.8,2.45,6.09,2020/09,-0.07,-0.29,0.01,-0.07,2021-01-15 13:53:10
대창,012800,1560,36.46,0.65,0.63,2020/09,18.0,1.48,,,2021-01-15 13:53:10
일성건설,013360,1520,117.31,0.89,1.05,2020/09,0.5,-0.32,,,2021-01-15 13:53:10
화승알앤에이,013520,2575,98.77,0.67,0.51,2020/09,-0.41,-1.62,,,2021-01-15 13:53:11
디와이,013570,5030,15.04,0.27,0.68,2020/09,-0.2,0.38,,,2021-01-15 13:53:11
계룡건설산업,013580,31600,8.3,0.5,0.51,2020/09,0.7,0.16,,,2021-01-15 13:53:11
지엠비코리아,013870,8240,-60.44,0.7,1.38,2020/09,0.94,-0.62,,,2021-01-15 13:53:11
지누스,013890,105000,76.79,3.45,5.57,2020/09,0.08,0.2,0.33,0.14,2021-01-15 13:53:11
한익스프레스,014130,6770,81.24,1.06,0.53,2020/09,-0.31,-0.4,,,2021-01-15 13:53:11
금강공업,014280,5700,9.81,0.41,1.22,2020/09,0.27,-2.19,,,2021-01-15 13:53:12
영보화학,014440,3865,45.47,0.53,2.74,2020/09,2.25,-4.71,,,2021-01-15 13:53:12
극동유화,014530,3405,69.84,0.68,0.87,2020/09,-0.24,-0.21,,,2021-01-15 13:53:12
태경비케이,014580,4250,97.69,0.58,2.92,2020/09,0.41,0.0,,,2021-01-15 13:53:13
한솔케미칼,014680,195500,52.33,3.63,13.41,2020/09,0.5,0.33,0.4,-0.46,2021-01-15 13:53:13
한라,014790,5080,5.66,0.61,0.5,2020/09,0.33,0.1,-0.06,-0.0,2021-01-15 13:53:13
동원시스템즈,014820,35600,51.82,1.49,3.2,2020/09,0.84,0.08,,,2021-01-15 13:53:13
유니드,014830,49000,18.94,0.56,2.03,2020/09,0.09,-0.26,1.05,0.01,2021-01-15 13:53:13
성문전자,014910,2020,-98.41,1.44,4.33,2020/09,-0.33,-3.0,,,2021-01-15 13:53:14
인디에프,014990,1570,-12.17,1.9,3.08,2020/09,4.14,5.55,,,2021-01-15 13:53:14
대창단조,015230,7380,27.74,0.53,1.72,2020/09,0.05,-0.08,,,2021-01-15 13:53:15
에이엔피,015260,1580,-58.32,0.47,1.26,2020/09,1.0,-0.53,,,2021-01-15 13:53:15
예스코홀딩스,015360,34700,-5.23,0.36,1.27,2020/09,0.56,-3.55,,,2021-01-15 13:53:16
쎌마테라퓨틱스,015540,6910,-18.34,35.84,18.34,2020/09,-0.44,0.21,,,2021-01-15 13:53:16
한국전력공사,015760,25300,12.98,0.23,1.03,2020/09,0.88,4.98,-1.36,-0.76,2021-01-15 13:53:16
일진홀딩스,015860,5730,37.7,0.54,1.11,2020/09,0.96,0.92,,,2021-01-15 13:53:16
태경산업,015890,5660,330.87,0.49,1.62,2020/09,-0.48,-0.49,,,2021-01-15 13:53:16
삼성증권,016360,41550,15.88,0.71,7.06,2020/09,1.65,0.79,0.77,-0.36,2021-01-15 13:53:17
KG동부제철,016380,11850,50.86,1.25,2.02,2020/09,1.59,0.21,,,2021-01-15 13:53:17
한세예스24홀딩스,016450,7150,7.26,0.46,0.34,2020/09,0.24,4.56,,,2021-01-15 13:53:17
환인제약,016580,17900,44.99,1.15,7.69,2020/09,0.31,0.5,,,2021-01-15 13:53:17
신대양제지,016590,63900,27.11,0.43,1.69,2020/09,-0.53,-0.48,,,2021-01-15 13:53:17
DB금융투자,016610,5230,7.58,0.26,2.26,2020/09,2.04,0.26,,,2021-01-15 13:53:18
대성홀딩스,016710,27500,17.99,0.76,3.68,2020/09,-0.27,-10.67,,,2021-01-15 13:53:18
두올,016740,3760,25.44,0.55,0.82,2020/09,0.22,0.35,,,2021-01-15 13:53:18
웅진,016880,1065,11.58,0.41,0.38,2020/09,-0.74,1.34,,,2021-01-15 13:53:18
광명전기,017040,2215,191.99,0.88,3.38,2020/09,3.0,-0.75,,,2021-01-15 13:53:18
명문제약,017180,7610,-53.83,2.59,8.02,2020/09,6.67,-0.59,,,2021-01-15 13:53:19
우신시스템,017370,4150,47.5,0.68,1.11,2020/09,-3.78,-1.83,,,2021-01-15 13:53:19
서울도시가스,017390,90400,4.08,0.41,3.36,2020/09,0.12,5.22,,,2021-01-15 13:53:19
수산중공업,017550,3655,,1.92,6.45,2020/09,-0.42,-0.76,,,2021-01-15 13:53:19
SK텔레콤,017670,251500,51.32,0.83,4.29,2020/09,0.2,0.01,0.61,-0.28,2021-01-15 13:53:19
현대엘리베이터,017800,43050,43.81,1.75,3.8,2020/09,0.17,-0.14,-0.08,0.05,2021-01-15 13:53:20
풀무원,017810,18000,58.15,1.52,1.14,2020/09,0.57,0.2,0.99,-0.21,2021-01-15 13:53:20
광전자,017900,2460,-89.09,0.65,3.79,2020/09,-2.75,0.75,,,2021-01-15 13:53:20
E1,017940,42050,23.84,0.23,0.35,2020/09,-1.24,-5.06,,,2021-01-15 13:53:20
한국카본,017960,12900,29.85,1.52,4.58,2020/09,8.59,0.06,-0.44,-0.6,2021-01-15 13:53:20
애경산업,018250,25050,147.02,2.0,4.35,2020/09,-0.45,-7.31,-0.48,0.05,2021-01-15 13:53:20
삼성에스디에스,018260,203500,97.8,2.32,5.31,2020/09,0.06,0.12,-0.24,0.14,2021-01-15 13:53:21
동원금속,018500,819,-5.63,0.9,0.76,2020/09,-1.78,2.64,,,2021-01-15 13:53:21
SK가스,018670,105000,13.54,0.52,1.01,2020/09,-0.26,-0.1,-0.37,-0.41,2021-01-15 13:53:21
한온시스템,018880,17200,180.38,4.05,4.83,2020/09,0.12,-3.07,0.0,0.44,2021-01-15 13:53:21
신풍제약,019170,116500,6172.75,16.11,128.33,2020/09,-0.68,-0.48,,,2021-01-15 13:53:22
티에이치엔,019180,3340,-18.22,1.06,0.61,2020/09,-0.38,34.0,,,2021-01-15 13:53:22
세아특수강,019440,11250,-37.08,0.31,0.59,2020/09,-1.3,-0.59,,,2021-01-15 13:53:22
하이트론씨스템즈,019490,4735,-8.73,0.97,7.94,2020/09,12.5,-0.13,,,2021-01-15 13:53:22
대교,019680,3760,-74.07,0.57,2.09,2020/09,-1.9,-0.31,-1.17,-0.8,2021-01-15 13:53:22
한섬,020000,32150,40.61,0.72,3.03,2020/09,-0.06,0.6,0.05,0.59,2021-01-15 13:53:22
키다리스튜디오,020120,11900,440.2,8.06,18.34,2020/09,5.5,-0.19,6.5,0.15,2021-01-15 13:53:22
일진머티리얼즈,020150,59000,388.65,3.16,20.66,2020/09,-0.24,-0.18,8.2,0.55,2021-01-15 13:53:22
아시아나항공,020560,18000,142.49,2.41,1.61,2020/09,-1.24,-0.43,,,2021-01-15 13:53:23
일진디스플,020760,5770,-21.5,6.07,6.84,2020/09,-0.18,-0.25,-0.49,-0.39,2021-01-15 13:53:23
서원,021050,2450,387.71,1.04,1.93,2020/09,1.75,0.16,,,2021-01-15 13:53:23
코웨이,021240,73800,46.63,3.81,6.8,2020/09,0.2,-0.0,1.97,-0.22,2021-01-15 13:53:23
세원정공,021820,8090,10.37,0.15,2.54,2020/09,-1.06,-1.06,,,2021-01-15 13:53:23
MH에탄올,023150,7750,-57.19,0.76,2.45,2020/09,-5.4,-0.59,,,2021-01-15 13:53:23
롯데쇼핑,023530,119500,1126.85,0.29,0.82,2020/09,0.27,78.29,1.86,0.12,2021-01-15 13:53:24
다우기술,023590,24000,3.93,0.35,0.88,2020/09,2.73,0.13,,,2021-01-15 13:53:24
인지컨트롤스,023800,22400,80.85,1.76,2.87,2020/09,2.33,-1.77,,,2021-01-15 13:53:24
인팩,023810,7070,15.04,0.63,0.72,2020/09,1.0,-37.0,,,2021-01-15 13:53:25
WISCOM,024070,2710,103.83,0.35,1.59,2020/09,1.0,-1.15,,,2021-01-15 13:53:25
기업은행,024110,8670,17.47,0.26,3.06,2020/09,-0.05,0.13,-0.1,-0.26,2021-01-15 13:53:25
한국콜마홀딩스,024720,29200,25.83,0.75,3.33,2020/09,0.54,-0.37,,,2021-01-15 13:53:26
대원화성,024890,1770,730.11,0.92,2.93,2020/09,-0.77,-1.75,,,2021-01-15 13:53:26
덕양산업,024900,2685,291.46,1.51,0.29,2020/09,-1.38,-1.41,,,2021-01-15 13:53:26
KPX케미칼,025000,55600,23.4,0.53,1.44,2020/09,0.02,0.36,0.02,0.01,2021-01-15 13:53:26
에스제이엠홀딩스,025530,3195,25.11,0.19,1.29,2020/09,-0.24,-1.93,,,2021-01-15 13:53:26
한국단자공업,025540,62500,34.81,0.88,3.08,2020/09,2.98,2.48,,,2021-01-15 13:53:27
미래산업,025560,3215,-7.53,0.91,4.8,2020/09,-0.53,-10.0,,,2021-01-15 13:53:27
제이준코스메틱,025620,2335,-13.47,1.26,18.74,2020/09,0.54,-19.0,,,2021-01-15 13:53:27
한솔홈데코,025750,2425,-97.69,1.25,3.39,2020/09,-0.53,-1.41,,,2021-01-15 13:53:28
디피씨,026890,8230,55.32,1.94,7.33,2020/09,1.11,0.95,,,2021-01-15 13:53:29
동서,026960,32100,120.77,2.32,27.1,2020/09,0.16,0.06,,,2021-01-15 13:53:29
BGF,027410,4830,30.82,0.3,9.4,2020/09,0.29,1.11,,,2021-01-15 13:53:29
마니커,027740,692,-21.46,1.79,2.21,2020/09,-0.0,-0.39,,,2021-01-15 13:53:29
삼성엔지니어링,028050,13700,45.05,1.76,1.67,2020/09,0.0,0.17,0.23,-0.18,2021-01-15 13:53:30
동아지질,028100,16600,112.29,0.96,2.71,2020/09,-0.54,3.4,,,2021-01-15 13:53:30
삼성물산,028260,153500,88.7,1.06,3.65,2020/09,-0.0,-0.09,-0.15,0.28,2021-01-15 13:53:30
팬오션,028670,4755,60.38,0.84,4.01,2020/09,-0.01,-0.02,0.18,-0.04,2021-01-15 13:53:30
케이씨,029460,27950,29.83,0.62,2.89,2020/09,0.17,-0.38,,,2021-01-15 13:53:30
신도리코,029530,25600,1290.24,0.3,3.43,2020/09,-0.56,-0.91,,,2021-01-15 13:53:30
삼성카드,029780,32700,29.58,0.54,5.93,2020/09,0.44,0.17,-0.2,-0.6,2021-01-15 13:53:31
제일기획,030000,20400,55.61,2.42,3.42,2020/09,0.13,0.1,0.27,0.1,2021-01-15 13:53:31
케이티,030200,24100,27.35,0.4,1.05,2020/09,-0.06,-0.15,0.37,-0.31,2021-01-15 13:53:31
KTB투자증권,030210,3860,8.44,0.43,2.72,2020/09,17.21,1.36,,,2021-01-15 13:53:31
교보증권,030610,8040,15.61,0.42,5.26,2020/09,1.0,-0.19,,,2021-01-15 13:53:31
동원수산,030720,9180,-142.41,0.79,1.13,2020/09,-1.21,-1.75,,,2021-01-15 13:53:32
비케이탑스,030790,14750,-129.43,3.9,78.78,2020/09,-0.0,,,,2021-01-15 13:53:32
신세계인터내셔날,031430,174500,244.3,2.02,3.73,2020/09,-0.63,-3.8,-0.24,1.37,2021-01-15 13:53:32
신세계푸드,031440,65700,169.59,0.82,0.79,2020/09,-0.27,0.88,-0.26,-0.11,2021-01-15 13:53:32
콤텍시스템,031820,1505,-340.39,1.06,1.64,2020/09,-0.92,-1.75,,,2021-01-15 13:53:32
롯데관광개발,032350,15950,-102.31,4.07,920.79,2020/09,0.49,0.03,,,2021-01-15 13:53:32
황금에스티,032560,8510,27.08,0.4,1.91,2020/09,0.64,0.68,,,2021-01-15 13:53:32
LG유플러스,032640,12200,13.2,0.68,1.59,2020/09,0.61,0.05,0.14,-0.18,2021-01-15 13:53:33
삼성생명,032830,82600,47.83,0.42,3.62,2020/09,0.41,-0.32,-6.12,-1.23,2021-01-15 13:53:33
필룩스,033180,4850,-623.87,1.55,16.42,2020/09,-2.83,-0.35,,,2021-01-15 13:53:33
자화전자,033240,21600,138.09,1.42,4.8,2020/09,-1.49,1.24,-0.96,-0.95,2021-01-15 13:53:33
체시스,033250,1965,-33.69,2.17,4.76,2020/09,0.5,-0.75,,,2021-01-15 13:53:33
세종공업,033530,9850,-35.11,0.68,0.79,2020/09,-2.41,-0.28,,,2021-01-15 13:53:33
아주캐피탈,033660,11400,23.77,0.77,10.45,2020/09,0.12,-0.23,-0.07,-0.04,2021-01-15 13:53:33
케이티앤지,033780,81700,40.33,1.28,7.66,2020/09,0.14,0.1,0.24,-0.28,2021-01-15 13:53:34
무학,033920,7490,21.35,0.42,5.69,2020/09,-1.12,0.0,,,2021-01-15 13:53:34
두산중공업,034020,13550,-47.48,0.66,1.05,2020/09,0.24,-4.41,,,2021-01-15 13:53:34
SBS,034120,25550,-7.52,0.84,2.1,2020/09,8.81,21.06,-0.14,-0.21,2021-01-15 13:53:34
LG디스플레이,034220,21050,678.56,0.62,1.12,2020/09,-1.38,-1.32,-1.61,0.57,2021-01-15 13:53:35
NICE,034310,18550,25.19,0.55,1.3,2020/09,-0.39,-0.26,0.2,-0.14,2021-01-15 13:53:35
인천도시가스,034590,24800,1085.0,0.59,1.72,2020/09,-0.4,-13.0,,,2021-01-15 13:53:35
SK,034730,302500,22.96,0.4,1.06,2020/09,-0.55,1.39,-0.19,-0.1,2021-01-15 13:53:35
한국토지신탁,034830,2020,18.89,0.56,9.55,2020/09,-0.37,0.78,2.0,0.04,2021-01-15 13:53:35
지투알,035000,5810,-64.17,0.73,1.48,2020/09,-0.87,-2.0,,,2021-01-15 13:53:35
백산,035150,5840,50.47,1.07,1.51,2020/09,-0.66,-1.3,,,2021-01-15 13:53:36
강원랜드,035250,25200,-131.82,1.64,70.38,2020/09,-1.47,-0.37,-1.75,-0.26,2021-01-15 13:53:36
NAVER,035420,306000,213.62,6.78,36.94,2020/09,0.02,0.26,2.45,0.05,2021-01-15 13:53:36
카카오,035720,437500,268.67,5.17,35.09,2020/09,1.03,0.23,0.81,0.2,2021-01-15 13:53:36
제이콘텐트리,036420,38900,-70.04,1.69,6.85,2020/09,-1.51,-0.45,-0.4,-0.45,2021-01-15 13:53:36
한국가스공사,036460,33800,-10.97,0.41,0.92,2020/09,0.4,1.31,-0.15,-2.59,2021-01-15 13:53:37
S&T홀딩스,036530,15350,12.45,0.15,0.68,2020/09,-0.15,0.37,,,2021-01-15 13:53:37
엔씨소프트,036570,935000,134.6,6.39,35.08,2020/09,0.69,0.04,0.24,-0.2,2021-01-15 13:53:37
팜스코,036580,6950,-638.15,0.83,0.78,2020/09,-0.76,-0.8,,,2021-01-15 13:53:37
YG PLUS,037270,6210,527.26,3.38,12.14,2020/09,-3.5,0.67,,,2021-01-15 13:53:37
하나투어,039130,64900,-28.99,4.31,89.57,2020/09,9.79,-0.42,2.94,0.06,2021-01-15 13:53:37
키움증권,039490,147000,12.33,1.23,6.84,2020/09,3.14,0.13,0.76,-0.41,2021-01-15 13:53:37
HDC아이콘트롤스,039570,10850,77.65,1.11,3.39,2020/09,-0.4,-0.55,,,2021-01-15 13:53:38
상신브레이크,041650,3545,40.06,0.46,0.87,2020/09,-0.38,-2.37,,,2021-01-15 13:53:38
대우조선해양,042660,27750,-101.88,0.74,2.06,2020/09,-1.13,-0.54,-0.7,0.38,2021-01-15 13:53:38
두산인프라코어,042670,8260,21.46,0.38,0.91,2020/09,0.14,0.14,0.07,-0.16,2021-01-15 13:53:38
한미반도체,042700,18850,53.05,3.92,12.46,2020/09,2.04,0.24,1.86,-0.21,2021-01-15 13:53:38
주연테크,044380,1040,-94.66,1.37,5.41,2020/09,1.0,7.0,,,2021-01-15 13:53:38
KSS해운,044450,10600,29.97,0.84,4.28,2020/09,0.1,0.07,,,2021-01-15 13:53:38
코스맥스비티아이,044820,17400,1671.1,0.47,1.11,2020/09,-2.27,-0.48,,,2021-01-15 13:53:38
대우건설,047040,5930,44.01,0.92,1.3,2020/09,-0.14,0.27,1.57,0.12,2021-01-15 13:53:39
포스코인터내셔널,047050,15250,34.21,0.59,0.37,2020/09,-0.34,-0.2,0.15,0.05,2021-01-15 13:53:39
유니온머티리얼,047400,3835,-146.43,1.88,6.97,2020/09,-1.55,-0.0,,,2021-01-15 13:53:39
한국항공우주,047810,27750,218.14,2.12,5.26,2020/09,-0.52,-0.62,-0.67,0.12,2021-01-15 13:53:39
동원F&B,049770,188500,23.62,0.99,0.81,2020/09,0.24,1.66,-0.02,-0.63,2021-01-15 13:53:39
우진플라임,049800,5780,57.8,1.03,1.31,2020/09,-2.43,0.18,,,2021-01-15 13:53:39
한전KPS,051600,28250,397.27,1.23,3.92,2020/09,-0.11,0.35,-0.14,0.23,2021-01-15 13:53:39
LG생활건강,051900,1580000,106.5,5.19,11.92,2020/09,0.05,0.08,0.09,-0.2,2021-01-15 13:53:40
LG화학,051910,979000,121.16,3.67,9.21,2020/09,1.59,0.58,42.21,-0.09,2021-01-15 13:53:40
한전기술,052690,17050,82.49,1.34,6.83,2020/09,-3.94,-3.56,,,2021-01-15 13:53:40
케이티스카이라이프,053210,8770,36.79,0.57,2.37,2020/09,0.08,-0.48,,,2021-01-15 13:53:40
한미글로벌,053690,10800,28.86,0.93,1.66,2020/09,1.46,0.37,,,2021-01-15 13:53:40
테이팩스,055490,37450,40.16,1.58,5.56,2020/09,1.17,0.43,,,2021-01-15 13:53:40
신한지주,055550,33350,14.77,0.38,4.8,2020/09,0.04,0.17,-0.09,-0.43,2021-01-15 13:53:40
현대홈쇼핑,057050,80100,24.84,0.53,1.67,2020/09,0.9,-0.1,0.3,0.02,2021-01-15 13:53:40
포스코강판,058430,18100,25.26,0.48,0.48,2020/09,-0.02,0.62,,,2021-01-15 13:53:40
세아홀딩스,058650,75900,-25.3,0.1,0.31,2020/09,-2.1,-1.76,,,2021-01-15 13:53:41
다스코,058730,5460,-36.56,0.68,1.86,2020/09,-36.0,-2.35,,,2021-01-15 13:53:41
KTcs,058850,2470,28.5,0.62,0.48,2020/09,0.48,-0.21,,,2021-01-15 13:53:41
한라홀딩스,060980,42750,13.57,0.51,2.18,2020/09,0.65,-3.35,1.06,-0.16,2021-01-15 13:53:41
종근당바이오,063160,76300,298.99,2.48,12.8,2020/09,-0.7,-0.67,,,2021-01-15 13:53:41
현대로템,064350,20350,482.83,1.66,3.2,2020/09,-1.32,0.21,-1.1,-0.52,2021-01-15 13:53:41
S&T모티브,064960,56300,47.04,1.09,3.18,2020/09,0.04,1.15,0.1,-0.01,2021-01-15 13:53:41
세이브존I&C,067830,3145,-1290.74,0.28,4.03,2020/09,-0.49,-0.65,,,2021-01-15 13:53:42
셀트리온,068270,329000,252.63,13.24,80.93,2020/09,1.38,0.35,1.14,-0.0,2021-01-15 13:53:42
삼성출판사,068290,23350,-155.67,1.89,5.96,2020/09,-2.83,0.22,,,2021-01-15 13:53:42
SK렌터카,068400,10250,59.84,1.04,2.27,2020/09,0.29,0.58,4.04,-0.45,2021-01-15 13:53:42
휴켐스,069260,24300,74.69,1.45,7.23,2020/09,-0.52,0.03,1.4,0.96,2021-01-15 13:53:42
대웅제약,069620,174000,610.95,3.03,7.28,2020/09,-0.05,-2.84,,,2021-01-15 13:53:42
