"한국정보인증","053300","7,340","32.22","2.68","5.37","2019"
"한국정보통신","025770","9,250","14.35","1.74","0.7","2019"
"한국팩키지","037230","3,415","47.43","2.15","1.46","2019"
"한글과컴퓨터","030520","20,500","22.67","1.5","1.57","2019"
"한일단조","024740","2,270","19.39","0.59","0.48","2019"
"한컴위드","054920","4,920","4.12","1.1","8.79","2019"
"한탑","002680","2,100","-3.87","1.33","0.47","2019"
"현진소재","053660","400","-0.28","-2.15","0.18","2019"
"형지I&C","011080","1,225","-477.21","2.11","0.47","2019"
"휴네시온","290270","5,210","27.81","2.09","2.66","2019"
"휴맥스홀딩스","028080","3,770","8.18","0.31","5.1","2019"
"흥국에프엔비","189980","1,725","11.95","0.99","1.18","2019"
"DB금융스팩7호","322780","2,050","NAN","1.1","NAN","2019"
"EMW","079190","2,780","441.8","2.96","1.44","2019"
"IBKS제10호스팩","299170","2,030","NAN","1.06","NAN","2019"
"JTC","950170","4,200","18.38","0.6","0.28","2019"
"KCC건설","021320","7,750","5.88","0.44","0.1","2019"
"KCI","036670","11,350","11.22","1.96","1.84","2019"
"KD","044180","495","4.17","1.18","0.46","2019"
"KG ETS","151860","4,680","1.72","0.7","1.05","2019"
"KG모빌리언스","046440","10,650","18.1","1.34","1.66","2019"
"NEW","160550","4,325","-10.87","0.99","0.81","2019"
"SBI핀테크솔루션즈","950110","6,990","18.34","4.49","2.19","2019"
"SDN","099220","3,945","45.67","2.4","2.81","2019"
"SGA솔루션즈","184230","980","-1.26","2.17","0.8","2019"
"SM Life Design","063440","2,085","-31.3","1.92","2.54","2019"
"W홀딩컴퍼니","052300","301","-2.93","0.6","2.88","2019"
"교보9호스팩","331520","2,000","NAN","1.08","NAN","2019"
"나노신소재","121600","37,600","70.32","4.35","8.34","2019"
"나인테크","267320","2,615","21.54","9.23","1.2","2019"
"넥스트아이","137940","1,515","-38.94","1.04","1.33","2019"
"넥슨지티","041140","18,000","219.56","5.92","21.08","2019"
"노터스","278650","28,800","45.81","4.9","4.58","2019"
"누리플랜","069140","5,560","-9.5","1.11","0.33","2019"
"뉴프라이드","900100","717","-2.22","2.09","1.81","2019"
"다산네트웍스","039560","14,100","-47.61","1.95","1.01","2019"
"다원시스","068240","23,050","147.81","2.94","3.55","2019"
"대명소노시즌","007720","1,140","1.82","0.69","0.53","2019"
"대신밸런스제6호스팩","307750","4,070","NAN","2.12","NAN","2019"
"대원산업","005710","5,100","2.53","0.33","0.15","2019"
"덕신하우징","090410","1,370","36.59","0.76","0.37","2019"
"데일리블록체인","139050","1,005","-4.14","0.71","0.62","2019"
"덴티스","261200","1,745","317.46","3.65","2.1","2019"
"동신건설","025950","12,500","131.25","1.2","4.38","2019"
"동일기연","032960","10,800","17.52","0.7","1.27","2019"
"듀오백","073190","3,130","-12.49","1.37","1.18","2019"
"디지아이","043360","2,340","-6.19","0.46","1.37","2019"
"디지털대성","068930","6,580","7.81","1.57","1.06","2019"
"디티앤씨","187220","7,140","-18.19","0.92","1.06","2019"
"라이브플렉스","050120","626","-3.77","0.7","1.19","2019"
"램테크놀러지","171010","7,190","26.0","2.34","1.92","2019"
"레고켐바이오","141080","53,400","91.61","9.88","19.91","2019"
"로보스타","090360","13,700","-29.68","1.39","0.75","2019"
"리드코프","012700","6,960","4.53","0.5","0.37","2019"
"마크로밀엠브레인","169330","8,450","31.69","6.28","1.62","2019"
"메디콕스","054180","1,715","-17.79","2.18","1.84","2019"
"메디포스트","078160","28,100","-31.13","3.92","9.58","2019"
"바이오니아","064550","28,000","-84.23","19.72","17.17","2019"
"베뉴지","019010","1,440","30.18","0.24","1.18","2019"
"베셀","177350","3,370","-3.43","1.93","0.89","2019"
"보라티알","250000","15,100","30.89","1.85","2.18","2019"
"부방","014470","2,280","-14.57","0.75","0.41","2019"
"브리지텍","064480","3,620","-13.52","1.32","1.22","2019"
"비디아이","148140","5,360","-317.18","2.07","0.49","2019"
"삼진엘앤디","054090","3,330","166.23","0.9","0.36","2019"
"삼천리자전거","024950","10,250","-16.39","1.71","1.56","2019"
"삼현철강","017480","3,795","9.17","0.4","0.25","2019"
"상아프론테크","089980","48,200","59.04","5.13","3.96","2019"
"서산","079650","2,545","-18.18","0.46","0.97","2019"
"서진오토모티브","122690","1,735","-2.09","0.21","0.02","2019"
"성우테크론","045300","6,120","12.79","1.14","1.74","2019"
"세운메디칼","100700","3,940","17.26","1.79","2.58","2019"
"세종텔레콤","036630","303","82.68","0.54","0.67","2019"
"셀리버리","268600","202,200","-80.67","57.92","752.95","2019"
"소마젠","950200","17,350","-9.35","-11.43","10.75","2019"
"솔고바이오","043100","392","-1.2","0.68","1.06","2019"
"솔본","035610","3,620","17.07","0.54","1.23","2019"
"수산아이앤티","050960","12,250","28.52","1.09","5.17","2019"
"슈펙스비앤피","058530","162","-0.67","0.3","0.41","2019"
"슈피겐코리아","192440","74,200","11.44","1.57","1.49","2019"
"스맥","099440","1,955","-3.24","0.57","0.4","2019"
"시공테크","020710","4,975","6.52","0.92","0.83","2019"
"시그네틱스","033170","720","-3.09","0.44","0.28","2019"
"신도기연","290520","24,900","11.39","3.53","1.97","2019"
"신한제5호스팩","323230","2,005","NAN","1.02","NAN","2019"
"실리콘웍스","108320","48,550","20.51","1.67","0.91","2019"
"쎄노텍","222420","2,180","-39.79","2.51","3.1","2019"
