Name,Code,Price,PER,PBR,PSR,Year
문배철강,008420,"2,710",NAN,NAN,NAN,2020
서흥,008490,"49,100",9.45,1.48,1.0,2020
일정실업,008500,"18,150",NAN,NAN,NAN,2020
메리츠증권,008560,"3,720",4.44,0.52,1.75,2020
윌비스,008600,"1,300",NAN,NAN,NAN,2020
아남전자,008700,"2,415",NAN,NAN,NAN,2020
율촌화학,008730,"16,250",NAN,NAN,NAN,2020
호텔신라,008770,"80,000",-16.71,4.35,0.94,2020
금비,008870,"59,400",-45.69,NAN,0.27,2020
한미사이언스,008930,"56,700",NAN,NAN,NAN,2020
동양철관,008970,"1,105",NAN,NAN,NAN,2020
케이씨티시,009070,"3,890",NAN,NAN,NAN,2020
경인전자,009140,"24,100",NAN,NAN,NAN,2020
삼성전기,009150,"149,000",18.21,1.86,1.31,2020
SIMPAC,009160,"2,415",NAN,NAN,NAN,2020
한솔로지스틱스,009180,"2,335",NAN,NAN,NAN,2020
대양금속,009190,"3,470",NAN,NAN,NAN,2020
무림페이퍼,009200,"2,365",NAN,NAN,NAN,2020
한샘,009240,"95,000",32.31,3.45,1.09,2020
신원,009270,"1,410",NAN,NAN,NAN,2020
광동제약,009290,"9,850",12.53,1.06,0.41,2020
참엔지니어링,009310,"1,580",NAN,NAN,NAN,2020
대우부품,009320,"2,900",NAN,NAN,NAN,2020
태영건설,009410,"10,400",NAN,NAN,NAN,2020
한올바이오파마,009420,"35,400",94.84,11.13,18.55,2020
KC그린홀딩스,009440,"5,040",NAN,NAN,NAN,2020
경동나비엔,009450,"54,400",15.4,2.02,0.78,2020
한창제지,009460,"2,095",NAN,NAN,NAN,2020
삼화전기,009470,"18,500",NAN,NAN,NAN,2020
한국조선해양,009540,"99,300",49.18,0.54,0.46,2020
무림P&P,009580,"3,255",-29.0,0.34,0.38,2020
모토닉,009680,"11,600",NAN,NAN,NAN,2020
삼정펄프,009770,"29,500",NAN,NAN,NAN,2020
엔케이물산,009810,397,NAN,NAN,NAN,2020
한화솔루션,009830,"49,700",16.45,1.29,0.9,2020
영원무역홀딩스,009970,"39,950",3.57,0.2,0.21,2020
한국내화,010040,"3,295",NAN,NAN,NAN,2020
우리종금,010050,527,NAN,NAN,NAN,2020
OCI,010060,"67,500",-19.83,0.62,0.84,2020
한국프랜지공업,010100,"2,150",NAN,NAN,NAN,2020
엘에스일렉트릭,010120,"55,400",17.13,1.17,0.69,2020
고려아연,010130,"385,000",11.72,1.01,0.99,2020
삼성중공업,010140,"6,030",-4.03,0.85,0.53,2020
우진아이엔에스,010400,"7,560",NAN,NAN,NAN,2020
한솔피엔에스,010420,"1,600",NAN,NAN,NAN,2020
지코,010580,306,NAN,NAN,NAN,2020
웰바이오텍,010600,"2,185",NAN,NAN,NAN,2020
현대미포조선,010620,"41,050",22.22,0.69,0.58,2020
진양폴리우레탄,010640,"3,555",NAN,NAN,NAN,2020
화천기계,010660,"2,975",NAN,NAN,NAN,2020
화신,010690,"2,775",NAN,NAN,NAN,2020
평화홀딩스,010770,"3,275",NAN,NAN,NAN,2020
아이에스동서,010780,"42,450",11.12,0.98,1.08,2020
퍼스텍,010820,"2,150",NAN,NAN,NAN,2020
S-Oil,010950,"67,200",-8.39,1.36,0.45,2020
삼호개발,010960,"4,080",NAN,NAN,NAN,2020
진원생명과학,011000,"25,800",NAN,NAN,NAN,2020
LG이노텍,011070,"153,500",12.23,1.46,0.39,2020
에넥스,011090,"1,015",NAN,NAN,NAN,2020
CJ씨푸드,011150,"5,340",NAN,NAN,NAN,2020
롯데케미칼,011170,"282,500",36.14,0.68,0.79,2020
HMM,011200,"13,150",14.05,2.5,0.67,2020
현대위아,011210,"45,500",10.83,0.38,0.19,2020
삼화전자공업,011230,"3,295",NAN,NAN,NAN,2020
태림포장,011280,"5,290",NAN,NAN,NAN,2020
성안,011300,354,NAN,NAN,NAN,2020
유니켐,011330,"1,360",NAN,NAN,NAN,2020
부산산업,011390,"123,000",NAN,NAN,NAN,2020
갤럭시아에스엠,011420,"1,425",NAN,NAN,NAN,2020
한농화성,011500,"8,070",NAN,NAN,NAN,2020
유양디앤유,011690,"1,220",NAN,NAN,NAN,2020
한신기계공업,011700,"1,670",NAN,NAN,NAN,2020
현대종합상사,011760,"15,150",5.83,0.53,0.07,2020
금호석유화학,011780,"142,500",8.53,1.41,0.94,2020
SKC,011790,"83,300",20.57,1.52,1.11,2020
STX,011810,"6,550",NAN,NAN,NAN,2020
신성이엔지,011930,"3,790",40.9,4.49,1.4,2020
DB,012030,689,NAN,NAN,NAN,2020
영흥,012160,"1,320",NAN,NAN,NAN,2020
키위미디어그룹,012170,"1,485",NAN,NAN,NAN,2020
계양전기,012200,"3,330",NAN,NAN,NAN,2020
영화금속,012280,"2,425",NAN,NAN,NAN,2020
경동인베스트,012320,"28,250",NAN,NAN,NAN,2020
현대모비스,012330,"245,000",13.47,0.69,0.63,2020
한화에어로스페이스,012450,"27,050",10.95,0.47,0.26,2020
더존비즈온,012510,"103,000",57.13,7.62,10.06,2020
센트럴인사이트,012600,"11,200",NAN,NAN,NAN,2020
경인양행,012610,"6,730",NAN,NAN,NAN,2020
HDC,012630,"10,650",NAN,NAN,NAN,2020
모나리자,012690,"5,430",NAN,NAN,NAN,2020
에스원,012750,"83,400",21.71,2.29,1.44,2020
대창,012800,"1,230",NAN,NAN,NAN,2020
세우글로벌,013000,"3,125",NAN,NAN,NAN,2020
일성건설,013360,943,NAN,NAN,NAN,2020
화승알앤에이,013520,"2,095",NAN,NAN,NAN,2020
디와이,013570,"4,570",NAN,NAN,NAN,2020
계룡건설산업,013580,"24,350",NAN,NAN,NAN,2020
까뮤이앤씨,013700,"2,180",NAN,NAN,NAN,2020
지엠비코리아,013870,"7,830",NAN,NAN,NAN,2020
지누스,013890,"88,000",14.74,2.77,1.27,2020
한익스프레스,014130,"5,650",NAN,NAN,NAN,2020
대영포장,014160,"1,270",NAN,NAN,NAN,2020
금강공업,014280,"4,535",NAN,NAN,NAN,2020
영보화학,014440,"3,975",NAN,NAN,NAN,2020
극동유화,014530,"3,400",NAN,NAN,NAN,2020
태경비케이,014580,"3,705",NAN,NAN,NAN,2020
한솔케미칼,014680,"162,500",14.2,2.92,2.98,2020
사조씨푸드,014710,"7,700",NAN,NAN,NAN,2020
한라,014790,"3,820",2.22,0.46,0.1,2020
동원시스템즈,014820,"32,100",NAN,NAN,NAN,2020
유니드,014830,"45,400",5.23,0.52,0.45,2020
성문전자,014910,"1,950",NAN,NAN,NAN,2020
인디에프,014990,"1,650",NAN,NAN,NAN,2020
이스타코,015020,619,NAN,NAN,NAN,2020
대창단조,015230,"35,950",NAN,NAN,NAN,2020
에이엔피,015260,"1,450",NAN,NAN,NAN,2020
부산도시가스,015350,"51,700",NAN,NAN,NAN,2020
예스코홀딩스,015360,"35,400",NAN,NAN,NAN,2020
쎌마테라퓨틱스,015540,"5,820",NAN,NAN,NAN,2020
큐로,015590,685,NAN,NAN,NAN,2020
한국전력공사,015760,"21,400",8.28,0.2,0.24,2020
일진홀딩스,015860,"5,090",13.22,0.48,0.27,2020
태경산업,015890,"5,580",NAN,NAN,NAN,2020
대현,016090,"1,865",NAN,NAN,NAN,2020
삼성증권,016360,"38,000",6.73,0.65,2.33,2020
KG동부제철,016380,"8,510",NAN,NAN,NAN,2020
한세예스24홀딩스,016450,"6,140",6.23,0.4,0.09,2020
환인제약,016580,"14,800",10.84,0.93,1.61,2020
신대양제지,016590,"55,600",NAN,NAN,NAN,2020
DB금융투자,016610,"4,505",NAN,NAN,NAN,2020
대성홀딩스,016710,"24,150",NAN,NAN,NAN,2020
두올,016740,"3,485",NAN,NAN,NAN,2020
퍼시스,016800,"29,300",NAN,NAN,NAN,2020
웅진,016880,"1,050",NAN,NAN,NAN,2020
광명전기,017040,"2,045",NAN,NAN,NAN,2020
명문제약,017180,"6,160",NAN,NAN,NAN,2020
우신시스템,017370,"3,535",NAN,NAN,NAN,2020
서울도시가스,017390,"93,000",NAN,NAN,NAN,2020
수산중공업,017550,"2,970",NAN,NAN,NAN,2020
SK텔레콤,017670,"231,000",13.18,0.78,1.01,2020
현대엘리베이터,017800,"40,900",17.79,1.69,0.94,2020
풀무원,017810,"16,100",23.59,1.33,0.26,2020
광전자,017900,"2,360",NAN,NAN,NAN,2020
E1,017940,"46,800",4.68,0.25,0.06,2020
한국카본,017960,"11,350",10.14,1.4,1.17,2020
애경산업,018250,"25,250",42.21,1.97,1.12,2020
삼성에스디에스,018260,"178,500",28.83,1.97,1.28,2020
조일알미늄,018470,717,NAN,NAN,NAN,2020
동원금속,018500,695,1.98,0.51,0.07,2020
SK가스,018670,"110,000",3.77,0.54,0.22,2020
한온시스템,018880,"13,550",50.3,3.08,1.08,2020
신풍제약,019170,"120,500",NAN,NAN,NAN,2020
티에이치엔,019180,"2,335",NAN,NAN,NAN,2020
세아특수강,019440,"11,350",NAN,NAN,NAN,2020
하이트론씨스템즈,019490,"3,535",NAN,NAN,NAN,2020
대교,019680,"3,855",-18.24,0.59,0.52,2020
한섬,020000,"29,900",8.9,0.66,0.61,2020
키다리스튜디오,020120,"8,580",58.2,6.22,3.18,2020
일진머티리얼즈,020150,"44,600",37.26,2.35,3.44,2020
아시아나항공,020560,"5,220",-1.31,1.13,0.28,2020
일진디스플,020760,"4,360",NAN,NAN,1.36,2020
서원,021050,"3,090",NAN,NAN,NAN,2020
코웨이,021240,"73,200",12.72,3.81,1.67,2020
세원정공,021820,"8,090",17.59,0.16,0.52,2020
삼원강재,023000,"2,490",NAN,NAN,NAN,2020
MH에탄올,023150,"8,480",NAN,NAN,NAN,2020
한국종합기술,023350,"4,085",NAN,NAN,NAN,2020
동남합성,023450,"38,200",NAN,NAN,NAN,2020
롯데쇼핑,023530,"96,500",-13.54,0.24,0.17,2020
다우기술,023590,"20,950",NAN,NAN,NAN,2020
인지컨트롤스,023800,"10,750",NAN,NAN,NAN,2020
인팩,023810,"5,190",NAN,NAN,NAN,2020
에쓰씨엔지니어링,023960,"1,400",NAN,NAN,NAN,2020
WISCOM,024070,"2,460",NAN,NAN,NAN,2020
디씨엠,024090,"11,800",NAN,NAN,NAN,2020
기업은행,024110,"9,120",3.63,0.21,0.6,2020
한국콜마홀딩스,024720,"26,450",NAN,NAN,NAN,2020
대원화성,024890,"1,560",NAN,NAN,NAN,2020
덕양산업,024900,"1,785",NAN,NAN,NAN,2020
KPX케미칼,025000,"52,200",5.01,0.49,0.36,2020
에스제이엠홀딩스,025530,"2,810",NAN,NAN,NAN,2020
한국단자공업,025540,"57,300",NAN,NAN,NAN,2020
미래산업,025560,"3,120",NAN,NAN,NAN,2020
제이준코스메틱,025620,"2,625",NAN,NAN,NAN,2020
한솔홈데코,025750,"2,170",NAN,NAN,NAN,2020
